variable,description,decade,pos_label,neg_label,pos_pct,n_valid,year_min,year_max,n_years,trend,was_flipped,question,stat_label,category,confidence,review_note,audit_action,audit_problem,audit_problem_detail,audit_reframe,audit_flip_error,audit_flip_note,review_status
libmil,allow militarists book in library,1990s,remove,not remove,0.3243,8455,1976,2021,26,0.107,True,What % of Americans surveyed believe militarist books (books in favor of removing elections and having military run the country) should be removed from libraries?,Believe militarist books should be removed from libraries,Civil Liberties,2,Unclear what 'militarist book' means exactly; may need historical context on how this was defined in GSS.,reframe,underspecified,Unclear what 'militarist books' means; needs historical GSS context.,What % of Americans surveyed think books advocating militarism should be removed from public libraries?,False,,edited
libmil,allow militarists book in library,2000s,remove,not remove,0.3039,6842,1976,2021,26,0.107,True,What % of Americans surveyed believe militarist books (books in favor of removing elections and having military run the country) should be removed from libraries?,Believe militarist books should be removed from libraries,Civil Liberties,2,Unclear what 'militarist book' means exactly; may need historical context on how this was defined in GSS.,reframe,underspecified,Unclear what 'militarist books' means; needs historical GSS context.,What % of Americans surveyed think books advocating militarism should be removed from public libraries?,False,,edited
libmil,allow militarists book in library,2010s,remove,not remove,0.2636,7594,1976,2021,26,0.107,True,What % of Americans surveyed believe militarist books (books in favor of removing elections and having military run the country) should be removed from libraries?,Believe militarist books should be removed from libraries,Civil Liberties,2,Unclear what 'militarist book' means exactly; may need historical context on how this was defined in GSS.,reframe,underspecified,Unclear what 'militarist books' means; needs historical GSS context.,What % of Americans surveyed think books advocating militarism should be removed from public libraries?,False,,edited
libmil,allow militarists book in library,2020s,remove,not remove,0.3211,1302,1976,2021,26,0.107,True,What % of Americans surveyed believe militarist books (books in favor of removing elections and having military run the country) should be removed from libraries?,Believe militarist books should be removed from libraries,Civil Liberties,2,Unclear what 'militarist book' means exactly; may need historical context on how this was defined in GSS.,reframe,underspecified,Unclear what 'militarist books' means; needs historical GSS context.,What % of Americans surveyed think books advocating militarism should be removed from public libraries?,False,,edited
spkhomo,allow homosexual to speak,1970s,"yes, allowed to speak",not allowed,0.6476,5782,1973,2021,28,0.2543,False,What % of Americans surveyed said homosexuals should be allowed to speak publicly?,Allow homosexuals to speak publicly,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkhomo,allow homosexual to speak,1980s,"yes, allowed to speak",not allowed,0.701,9789,1973,2021,28,0.2543,False,What % of Americans surveyed said homosexuals should be allowed to speak publicly?,Allow homosexuals to speak publicly,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkhomo,allow homosexual to speak,1990s,"yes, allowed to speak",not allowed,0.815,8528,1973,2021,28,0.2543,False,What % of Americans surveyed said homosexuals should be allowed to speak publicly?,Allow homosexuals to speak publicly,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkhomo,allow homosexual to speak,2000s,"yes, allowed to speak",not allowed,0.8345,6882,1973,2021,28,0.2543,False,What % of Americans surveyed said homosexuals should be allowed to speak publicly?,Allow homosexuals to speak publicly,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkhomo,allow homosexual to speak,2010s,"yes, allowed to speak",not allowed,0.887,7642,1973,2021,28,0.2543,False,What % of Americans surveyed said homosexuals should be allowed to speak publicly?,Allow homosexuals to speak publicly,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkhomo,allow homosexual to speak,2020s,"yes, allowed to speak",not allowed,0.9019,1304,1973,2021,28,0.2543,False,What % of Americans surveyed said homosexuals should be allowed to speak publicly?,Allow homosexuals to speak publicly,Civil Liberties,1,,keep_as_is,,,,False,,pending
colhomo,allow homosexual to teach,1970s,"yes, allowed to teach",not allowed,0.5263,5752,1973,2021,28,0.3966,False,What % of Americans surveyed say homosexuals should be allowed to teach in public schools?,Support homosexuals teaching in schools,Civil Liberties,1,,keep_as_is,,,,False,,pending
colhomo,allow homosexual to teach,1980s,"yes, allowed to teach",not allowed,0.5945,9717,1973,2021,28,0.3966,False,What % of Americans surveyed say homosexuals should be allowed to teach in public schools?,Support homosexuals teaching in schools,Civil Liberties,1,,keep_as_is,,,,False,,pending
colhomo,allow homosexual to teach,1990s,"yes, allowed to teach",not allowed,0.7343,8445,1973,2021,28,0.3966,False,What % of Americans surveyed say homosexuals should be allowed to teach in public schools?,Support homosexuals teaching in schools,Civil Liberties,1,,keep_as_is,,,,False,,pending
colhomo,allow homosexual to teach,2000s,"yes, allowed to teach",not allowed,0.7978,6841,1973,2021,28,0.3966,False,What % of Americans surveyed say homosexuals should be allowed to teach in public schools?,Support homosexuals teaching in schools,Civil Liberties,1,,keep_as_is,,,,False,,pending
colhomo,allow homosexual to teach,2010s,"yes, allowed to teach",not allowed,0.8747,7613,1973,2021,28,0.3966,False,What % of Americans surveyed say homosexuals should be allowed to teach in public schools?,Support homosexuals teaching in schools,Civil Liberties,1,,keep_as_is,,,,False,,pending
colhomo,allow homosexual to teach,2020s,"yes, allowed to teach",not allowed,0.9229,2656,1973,2021,28,0.3966,False,What % of Americans surveyed say homosexuals should be allowed to teach in public schools?,Support homosexuals teaching in schools,Civil Liberties,1,,keep_as_is,,,,False,,pending
libhomo,allow homosexuals book in library,1970s,remove,not remove,0.4282,5803,1973,2021,28,0.2763,True,What % of Americans surveyed said homosexuals' books should be removed from libraries?,Support removing homosexuals' books from libraries,Civil Liberties,1,,keep_as_is,,,,False,,pending
libhomo,allow homosexuals book in library,1980s,remove,not remove,0.4015,9817,1973,2021,28,0.2763,True,What % of Americans surveyed said homosexuals' books should be removed from libraries?,Support removing homosexuals' books from libraries,Civil Liberties,1,,keep_as_is,,,,False,,pending
libhomo,allow homosexuals book in library,1990s,remove,not remove,0.2898,8459,1973,2021,28,0.2763,True,What % of Americans surveyed said homosexuals' books should be removed from libraries?,Support removing homosexuals' books from libraries,Civil Liberties,1,,keep_as_is,,,,False,,pending
libhomo,allow homosexuals book in library,2000s,remove,not remove,0.2466,6872,1973,2021,28,0.2763,True,What % of Americans surveyed said homosexuals' books should be removed from libraries?,Support removing homosexuals' books from libraries,Civil Liberties,1,,keep_as_is,,,,False,,pending
libhomo,allow homosexuals book in library,2010s,remove,not remove,0.1787,7627,1973,2021,28,0.2763,True,What % of Americans surveyed said homosexuals' books should be removed from libraries?,Support removing homosexuals' books from libraries,Civil Liberties,1,,keep_as_is,,,,False,,pending
libhomo,allow homosexuals book in library,2020s,remove,not remove,0.1519,1308,1973,2021,28,0.2763,True,What % of Americans surveyed said homosexuals' books should be removed from libraries?,Support removing homosexuals' books from libraries,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkmslm,allow muslim clergymen preaching hatred of the us,2000s,"yes, allowed to speak",not allowed,0.4145,1328,2008,2024,9,,True,What % of Americans surveyed believe Muslim clergymen should be allowed to preach hatred of the US?,Allow Muslim clergymen preaching hatred of US,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkmslm,allow muslim clergymen preaching hatred of the us,2010s,"yes, allowed to speak",not allowed,0.432,7642,2008,2024,9,,True,What % of Americans surveyed believe Muslim clergymen should be allowed to preach hatred of the US?,Allow Muslim clergymen preaching hatred of US,Civil Liberties,1,,keep_as_is,,,,False,,pending
spkmslm,allow muslim clergymen preaching hatred of the us,2020s,"yes, allowed to speak",not allowed,0.451,3566,2008,2024,9,,True,What % of Americans surveyed believe Muslim clergymen should be allowed to preach hatred of the US?,Allow Muslim clergymen preaching hatred of US,Civil Liberties,1,,keep_as_is,,,,False,,pending
colmslm,allow anti-american muslim clergymen teaching in college,2000s,"yes, allowed to teach",not allowed,0.2922,1321,2008,2024,9,,True,What % of Americans surveyed believe anti-American Muslim clergymen should be allowed to teach in college?,Allow anti-American Muslim clergymen to teach,Civil Liberties,2,Verify whether 'anti-American' was explicitly in original GSS wording or inferred description.,reframe,wrong_question_text,Unclear if 'anti-American' was explicit GSS wording or inferred characterization.,What % of Americans surveyed believe Muslim clergymen should be allowed to teach in college?,False,,edited
