"variable","decade","years_asked"
"news","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"news","2000s","2000, 2002, 2004, 2006, 2008"
"news","2010s","2010, 2012, 2014, 2016, 2018"
"news","2020s","2021, 2022, 2024"
"phone","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"phone","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"phone","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"phone","2000s","2000, 2002, 2004, 2006, 2008"
"phone","2010s","2010, 2012, 2014, 2016, 2018"
"phone","2020s","2021, 2022, 2024"
"coop2","1970s","1972"
"coop","1970s","1973, 1974, 1975, 1976, 1977, 1978"
"coop","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"coop","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"coop","2000s","2000, 2002, 2004, 2006, 2008"
"coop","2010s","2010, 2012, 2014, 2016, 2018"
"coop","2020s","2021, 2022, 2024"
"comprend","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"comprend","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"comprend","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"comprend","2000s","2000, 2002, 2004, 2006, 2008"
"comprend","2010s","2010, 2012, 2014, 2016, 2018"
"comprend","2020s","2021, 2022, 2024"
"form","1970s","1973, 1974, 1976, 1978"
"form","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"form","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"form","2000s","2000, 2002, 2004, 2006, 2008"
"form","2010s","2010, 2012, 2014, 2016, 2018"
"form","2020s","2021, 2022, 2024"
"random","2010s","2016, 2018"
"abspno","1970s","1977"
"abhave1","1970s","1977"
"abhave2","1970s","1977"
"abhave3","1970s","1977"
"ablegal","1970s","1977"
"fechld","1970s","1977"
"fechld","1980s","1985, 1986, 1988, 1989"
"fechld","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fechld","2000s","2000, 2002, 2004, 2006, 2008"
"fechld","2010s","2010, 2012, 2014, 2016, 2018"
"fechld","2020s","2021, 2022, 2024"
"fehelp","1970s","1977"
"fehelp","1980s","1985, 1986, 1988, 1989"
"fehelp","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fepresch","1970s","1977"
"fepresch","1980s","1985, 1986, 1988, 1989"
"fepresch","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fepresch","2000s","2000, 2002, 2004, 2006, 2008"
"fepresch","2010s","2010, 2012, 2014, 2016, 2018"
"fepresch","2020s","2021, 2022, 2024"
"fefam","1970s","1977"
"fefam","1980s","1985, 1986, 1988, 1989"
"fefam","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fefam","2000s","2000, 2002, 2004, 2006, 2008"
"fefam","2010s","2010, 2012, 2014, 2016, 2018"
"fefam","2020s","2021, 2022, 2024"
"eraread","1970s","1977"
"eraread","1980s","1982"
"erameans","1970s","1977"
"erameans","1980s","1982"
"era","1970s","1977"
"era","1980s","1982"
"eraimp","1980s","1982"
"erainfo","1980s","1982"
"erafirm","1980s","1982"
"febear","1970s","1977"
"febear","1990s","1996"
"feworkif","1970s","1977"
"racsubs","1970s","1977"
"racsubgv","1970s","1977"
"racmarel","1970s","1977"
"racmarpr","1970s","1977"
"racsups","1970s","1977"
"racteach","1970s","1977"
"racavoid","1970s","1977"
"racchng","1970s","1977"
"racchng","1980s","1985, 1986, 1988, 1989"
"racchng","1990s","1990, 1991, 1993, 1994"
"racdif1","1970s","1977"
"racdif1","1980s","1985, 1986, 1988, 1989"
"racdif1","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"racdif1","2000s","2000, 2002, 2004, 2006, 2008"
"racdif1","2010s","2010, 2012, 2014, 2016, 2018"
"racdif1","2020s","2021, 2022, 2024"
"racdif2","1970s","1977"
"racdif2","1980s","1985, 1986, 1988, 1989"
"racdif2","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"racdif2","2000s","2000, 2002, 2004, 2006, 2008"
"racdif2","2010s","2010, 2012, 2014, 2016, 2018"
"racdif2","2020s","2021, 2022, 2024"
"racdif3","1970s","1977"
"racdif3","1980s","1985, 1986, 1988, 1989"
"racdif3","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"racdif3","2000s","2000, 2002, 2004, 2006, 2008"
"racdif3","2010s","2010, 2012, 2014, 2016, 2018"
"racdif3","2020s","2021, 2022, 2024"
"racdif4","1970s","1977"
"racdif4","1980s","1985, 1986, 1988, 1989"
"racdif4","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"racdif4","2000s","2000, 2002, 2004, 2006, 2008"
"racdif4","2010s","2010, 2012, 2014, 2016, 2018"
"racdif4","2020s","2021, 2022, 2024"
"salfergt","1970s","1978"
"sallabor","1970s","1978"
"salsatfn","1970s","1978"
"salabort","1970s","1978"
"salsci","1970s","1978"
"divorce5","1970s","1978"
"divorce5","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"divorce5","1990s","1990, 1991, 1993, 1994"
"divrel1","1970s","1978"
"divrel1","1980s","1980, 1983, 1984"
"divrel4","1970s","1978"
"divrel4","1980s","1980, 1983, 1984"
"unemp5","1970s","1978"
"unemp5","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"unemp5","1990s","1990, 1991, 1993, 1994"
"unrel1","1970s","1978"
"unrel1","1980s","1980, 1983, 1984"
"unrel4","1970s","1978"
"unrel4","1980s","1980, 1983, 1984"
"hosdis5","1970s","1978"
"hosdis5","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"hosdis5","1990s","1990, 1991, 1993, 1994"
"hosrel1","1970s","1978"
"hosrel1","1980s","1980, 1983, 1984"
"hosrel4","1970s","1978"
"hosrel4","1980s","1980, 1983, 1984"
"death5","1970s","1978"
"death5","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"death5","1990s","1990, 1991, 1993, 1994"
"death16","1970s","1978"
"death16","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"death16","1990s","1990, 1991, 1993, 1994"
"padeath","1970s","1978"
"padeath","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"padeath","1990s","1990, 1991, 1993, 1994"
"madeath","1970s","1978"
"madeath","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"madeath","1990s","1990, 1991, 1993, 1994"
"chlddth","1970s","1978"
"chlddth","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"chlddth","1990s","1990, 1991, 1993, 1994"
"sibdeath","1970s","1978"
"sibdeath","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"sibdeath","1990s","1990, 1991, 1993, 1994"
"spdeath","1970s","1978"
"spdeath","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"spdeath","1990s","1990, 1991, 1993, 1994"
"trauma1","1970s","1978"
"trauma1","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"trauma1","1990s","1990, 1991, 1993, 1994"
"trauma5","1970s","1978"
"trauma5","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"trauma5","1990s","1990, 1991, 1993, 1994"
"trarel1","1970s","1978"
"trarel1","1980s","1980, 1983, 1984"
"trarel5","1970s","1978"
"trarel5","1980s","1980, 1983, 1984"
"tratot1","1970s","1978"
"tratot1","1980s","1980, 1983, 1984"
"tratot5","1970s","1978"
"tratot5","1980s","1980, 1983, 1984"
"defspdr","1980s","1980"
"defspdfg","1980s","1980"
"hlpminr","1980s","1980"
"hlpminfg","1980s","1980"
"cutspdr","1980s","1980"
"cutspdfg","1980s","1980"
"impfam","1980s","1982"
"impwork","1980s","1982"
"imprelax","1980s","1982"
"impfrend","1980s","1982"
"impkin","1980s","1982"
"impchurh","1980s","1982"
"imppol","1980s","1982"
"privacy","1980s","1982"
"civic","1980s","1982"
"rushed","1980s","1982"
"rushed","1990s","1996"
"rushed","2000s","2004"
"rushed","2010s","2016"
"bored","1980s","1982"
"bored","2000s","2004"
"bored","2010s","2016"
"pollgood","1980s","1982"
"polltrue","1980s","1982"
"feserve","1980s","1982, 1984"
"meserve","1980s","1982, 1984"
"taxserve","1980s","1982, 1984"
"milqual","1980s","1982, 1983, 1984"
"milpay","1980s","1982, 1983"
"fenumok","1980s","1982, 1983, 1984"
"hinumok","1980s","1982, 1983, 1984"
"blnumok","1980s","1982, 1983, 1984"
"hinumoky","1980s","1982"
"blnumoky","1980s","1982"
"milvolok","1980s","1982, 1984"
"fightair","1980s","1982"
"mechanic","1980s","1982"
"nurse","1980s","1982"
"typist","1980s","1982"
"brass","1980s","1982"
"fightlnd","1980s","1982"
"transair","1980s","1982"
"gunner","1980s","1982"
"fightsea","1980s","1982"
"fefight","1980s","1982"
"fedirty","1980s","1982"
"febrass","1980s","1982"
"fehlpmil","1980s","1982"
"draft","1980s","1982, 1983, 1984"
"draft","2000s","2006"
"draftfe","1980s","1982, 1983, 1984"
"draftem","1980s","1982, 1983, 1984"
"draftfem","1980s","1982, 1983, 1984"
"draftcol","1980s","1982"
"draftmar","1980s","1982"
"draftpar","1980s","1982"
"draftgay","1980s","1982"
"draftco","1980s","1982"
"draftdef","1980s","1982"
"vetfam","1980s","1982, 1984"
"vetfamnw","1980s","1984"
"minmilop","1980s","1984"
"femilop","1980s","1984"
"copunish","1980s","1984"
"cojail","1980s","1984"
"milokme","1980s","1984"
"milokfe","1980s","1984"
"upgrade","1980s","1984"
"jobtrain","1980s","1984"
"nukewar","1980s","1984"
"landwar","1980s","1984"
"morenuke","1980s","1984"
"lessnuke","1980s","1984"
"nonuke","1980s","1984"
"guerilla","1980s","1984"
"vetaid","1980s","1984"
"defwrkev","1980s","1984"
"milwrkev","1980s","1984"
"resdefwk","1980s","1984"
"obvote","1980s","1984"
"obvol","1980s","1984"
"objury","1980s","1984"
"ob911","1980s","1984"
"obeng","1980s","1984"
"obknow","1980s","1984"
"obmepax","1980s","1984"
"obmewar","1980s","1984"
"obfepax","1980s","1984"
"obfewar","1980s","1984"
"helppoor","1970s","1975"
"helppoor","1980s","1983, 1984, 1986, 1987, 1988, 1989"
"helppoor","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"helppoor","2000s","2000, 2002, 2004, 2006, 2008"
"helppoor","2010s","2010, 2012, 2014, 2016, 2018"
"helppoor","2020s","2021, 2022, 2024"
"helpnot","1970s","1975"
"helpnot","1980s","1983, 1984, 1986, 1987, 1988, 1989"
"helpnot","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"helpnot","2000s","2000, 2002, 2004, 2006, 2008"
"helpnot","2010s","2010, 2012, 2014, 2016, 2018"
"helpnot","2020s","2021, 2022, 2024"
"helpsick","1970s","1975"
"helpsick","1980s","1983, 1984, 1986, 1987, 1988, 1989"
"helpsick","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"helpsick","2000s","2000, 2002, 2004, 2006, 2008"
"helpsick","2010s","2010, 2012, 2014, 2016, 2018"
"helpsick","2020s","2021, 2022, 2024"
"helpblk","1970s","1975"
"helpblk","1980s","1983, 1984, 1986, 1987, 1988, 1989"
"helpblk","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"helpblk","2000s","2000, 2002, 2004, 2006, 2008"
"helpblk","2010s","2010, 2012, 2014, 2016, 2018"
"helpblk","2020s","2021, 2022, 2024"
"numgiven","1980s","1985, 1987"
"numgiven","2000s","2004"
"numgiven","2020s","2024"
"eqclose","1980s","1985, 1987"
"rclose1","1980s","1985, 1987"
"rclose2","1980s","1985, 1987"
"rclose3","1980s","1985, 1987"
"close12","1980s","1985"
"close12","2000s","2004"
"close13","1980s","1985"
"close13","2000s","2004"
"close14","1980s","1985"
"close14","2000s","2004"
"close15","1980s","1985"
"close15","2000s","2004"
"close23","1980s","1985"
"close23","2000s","2004"
"close24","1980s","1985"
"close24","2000s","2004"
"close25","1980s","1985"
"close25","2000s","2004"
"close34","1980s","1985"
"close34","2000s","2004"
"close35","1980s","1985"
"close35","2000s","2004"
"close45","1980s","1985"
"close45","2000s","2004"
"sex1","1980s","1985"
"sex1","2000s","2004"
"sex2","1980s","1985"
"sex2","2000s","2004"
"sex3","1980s","1985"
"sex3","2000s","2004"
"sex4","1980s","1985"
"sex4","2000s","2004"
"sex5","1980s","1985"
"sex5","2000s","2004"
"race1","1980s","1985"
"race1","2000s","2004"
"race1","2020s","2024"
"race2","1980s","1985"
"race2","2000s","2004"
"race2","2020s","2024"
"race3","1980s","1985"
"race3","2000s","2004"
"race3","2020s","2024"
"race4","1980s","1985"
"race4","2000s","2004"
"race4","2020s","2024"
"race5","1980s","1985"
"race5","2000s","2004"
"race5","2020s","2024"
"spouse1","1980s","1985, 1987"
"spouse1","2000s","2004"
"spouse1","2020s","2024"
"spouse2","1980s","1985, 1987"
"spouse2","2000s","2004"
"spouse2","2020s","2024"
"spouse3","1980s","1985, 1987"
"spouse3","2000s","2004"
"spouse3","2020s","2024"
"spouse4","1980s","1985"
"spouse4","2000s","2004"
"spouse4","2020s","2024"
"spouse5","1980s","1985"
"spouse5","2000s","2004"
"spouse5","2020s","2024"
"parent1","1980s","1985, 1987"
"parent1","2000s","2004"
"parent1","2020s","2024"
"parent2","1980s","1985, 1987"
"parent2","2000s","2004"
"parent2","2020s","2024"
"parent3","1980s","1985, 1987"
"parent3","2000s","2004"
"parent3","2020s","2024"
"parent4","1980s","1985"
"parent4","2000s","2004"
"parent4","2020s","2024"
"parent5","1980s","1985"
"parent5","2000s","2004"
"parent5","2020s","2024"
"sibling1","1980s","1985, 1987"
"sibling1","2000s","2004"
"sibling2","1980s","1985, 1987"
"sibling2","2000s","2004"
"sibling3","1980s","1985, 1987"
"sibling3","2000s","2004"
"sibling4","1980s","1985"
"sibling4","2000s","2004"
"sibling5","1980s","1985"
"sibling5","2000s","2004"
"child1","1980s","1985, 1987"
"child1","2000s","2004"
"child1","2020s","2024"
"child2","1980s","1985, 1987"
"child2","2000s","2004"
"child2","2020s","2024"
"child3","1980s","1985, 1987"
"child3","2000s","2004"
"child3","2020s","2024"
"child4","1980s","1985"
"child4","2000s","2004"
"child4","2020s","2024"
"child5","1980s","1985"
"child5","2000s","2004"
"child5","2020s","2024"
"othfam1","1980s","1985, 1987"
"othfam1","2000s","2004"
"othfam1","2020s","2024"
"othfam2","1980s","1985, 1987"
"othfam2","2000s","2004"
"othfam2","2020s","2024"
"othfam3","1980s","1985, 1987"
"othfam3","2000s","2004"
"othfam3","2020s","2024"
"othfam4","1980s","1985"
"othfam4","2000s","2004"
"othfam4","2020s","2024"
"othfam5","1980s","1985"
"othfam5","2000s","2004"
"othfam5","2020s","2024"
"cowork1","1980s","1985, 1987"
"cowork1","2000s","2004"
"cowork1","2020s","2024"
"cowork2","1980s","1985, 1987"
"cowork2","2000s","2004"
"cowork2","2020s","2024"
"cowork3","1980s","1985, 1987"
"cowork3","2000s","2004"
"cowork3","2020s","2024"
"cowork4","1980s","1985"
"cowork4","2000s","2004"
"cowork4","2020s","2024"
"cowork5","1980s","1985"
"cowork5","2000s","2004"
"cowork5","2020s","2024"
"memgrp1","1980s","1985, 1987"
"memgrp1","2000s","2004"
"memgrp1","2020s","2024"
"memgrp2","1980s","1985, 1987"
"memgrp2","2000s","2004"
"memgrp2","2020s","2024"
"memgrp3","1980s","1985, 1987"
"memgrp3","2000s","2004"
"memgrp3","2020s","2024"
"memgrp4","1980s","1985"
"memgrp4","2000s","2004"
"memgrp4","2020s","2024"
"memgrp5","1980s","1985"
"memgrp5","2000s","2004"
"memgrp5","2020s","2024"
"neighbr1","1980s","1985, 1987"
"neighbr1","2000s","2004"
"neighbr1","2020s","2024"
"neighbr2","1980s","1985, 1987"
"neighbr2","2000s","2004"
"neighbr2","2020s","2024"
"neighbr3","1980s","1985, 1987"
"neighbr3","2000s","2004"
"neighbr3","2020s","2024"
"neighbr4","1980s","1985"
"neighbr4","2000s","2004"
"neighbr4","2020s","2024"
"neighbr5","1980s","1985"
"neighbr5","2000s","2004"
"neighbr5","2020s","2024"
"friend1","1980s","1985, 1987"
"friend1","2000s","2004"
"friend1","2020s","2024"
"friend2","1980s","1985, 1987"
"friend2","2000s","2004"
"friend2","2020s","2024"
"friend3","1980s","1985, 1987"
"friend3","2000s","2004"
"friend3","2020s","2024"
"friend4","1980s","1985"
"friend4","2000s","2004"
"friend4","2020s","2024"
"friend5","1980s","1985"
"friend5","2000s","2004"
"friend5","2020s","2024"
"advisor1","1980s","1985, 1987"
"advisor1","2000s","2004"
"advisor1","2020s","2024"
"advisor2","1980s","1985, 1987"
"advisor2","2000s","2004"
"advisor2","2020s","2024"
"advisor3","1980s","1985, 1987"
"advisor3","2000s","2004"
"advisor3","2020s","2024"
"advisor4","1980s","1985"
"advisor4","2000s","2004"
"advisor4","2020s","2024"
"advisor5","1980s","1985"
"advisor5","2000s","2004"
"advisor5","2020s","2024"
"other1","1980s","1985, 1987"
"other1","2000s","2004"
"other1","2020s","2024"
"other2","1980s","1985, 1987"
"other2","2000s","2004"
"other2","2020s","2024"
"other3","1980s","1985, 1987"
"other3","2000s","2004"
"other3","2020s","2024"
"other4","1980s","1985"
"other4","2000s","2004"
"other4","2020s","2024"
"other5","1980s","1985"
"other5","2000s","2004"
"other5","2020s","2024"
"talkto1","1980s","1985"
"talkto1","2000s","2004"
"talkto1","2020s","2024"
"talkto2","1980s","1985"
"talkto2","2000s","2004"
"talkto2","2020s","2024"
"talkto3","1980s","1985"
"talkto3","2000s","2004"
"talkto3","2020s","2024"
"talkto4","1980s","1985"
"talkto4","2000s","2004"
"talkto4","2020s","2024"
"talkto5","1980s","1985"
"talkto5","2000s","2004"
"talkto5","2020s","2024"
"known1","1980s","1985"
"known2","1980s","1985"
"known3","1980s","1985"
"known4","1980s","1985"
"educ1","1980s","1985"
"educ1","2000s","2004"
"educ2","1980s","1985"
"educ2","2000s","2004"
"educ3","1980s","1985"
"educ3","2000s","2004"
"educ4","1980s","1985"
"educ4","2000s","2004"
"educ5","1980s","1985"
"educ5","2000s","2004"
"relig1","1980s","1985"
"relig1","2000s","2004"
"relig2","1980s","1985"
"relig2","2000s","2004"
"relig3","1980s","1985"
"relig3","2000s","2004"
"relig4","1980s","1985"
"relig4","2000s","2004"
"relig5","1980s","1985"
"relig5","2000s","2004"
"partyid1","1980s","1987"
"partyid2","1980s","1987"
"partyid3","1980s","1987"
"talkpol1","1980s","1987"
"talkpol2","1980s","1987"
"talkpol3","1980s","1987"
"talkpol","1980s","1985"
"frndknow","1980s","1985"
"memfrat","1970s","1974, 1975, 1977, 1978"
"memfrat","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memfrat","1990s","1990, 1991, 1993, 1994"
"memfrat","2000s","2004"
"memserv","1970s","1974, 1975, 1977, 1978"
"memserv","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memserv","1990s","1990, 1991, 1993, 1994"
"memserv","2000s","2004"
"memvet","1970s","1974, 1975, 1977, 1978"
"memvet","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memvet","1990s","1990, 1991, 1993, 1994"
"memvet","2000s","2004"
"mempolit","1970s","1974, 1975, 1977, 1978"
"mempolit","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"mempolit","1990s","1990, 1991, 1993, 1994"
"mempolit","2000s","2004"
"memunion","1970s","1974, 1975, 1977, 1978"
"memunion","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memunion","1990s","1990, 1991, 1993, 1994"
"memunion","2000s","2004"
"memsport","1970s","1974, 1975, 1977, 1978"
"memsport","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memsport","1990s","1990, 1991, 1993, 1994"
"memsport","2000s","2004"
"memyouth","1970s","1974, 1975, 1977, 1978"
"memyouth","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memyouth","1990s","1990, 1991, 1993, 1994"
"memyouth","2000s","2004"
"memschl","1970s","1974, 1975, 1977, 1978"
"memschl","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memschl","1990s","1990, 1991, 1993, 1994"
"memschl","2000s","2004"
"memhobby","1970s","1974, 1975, 1977, 1978"
"memhobby","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memhobby","1990s","1990, 1991, 1993, 1994"
"memhobby","2000s","2004"
"memgreek","1970s","1974, 1975, 1977, 1978"
"memgreek","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memgreek","1990s","1990, 1991, 1993, 1994"
"memgreek","2000s","2004"
"memnat","1970s","1974, 1975, 1977, 1978"
"memnat","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memnat","1990s","1990, 1991, 1993, 1994"
"memnat","2000s","2004"
"memfarm","1970s","1974, 1975, 1977, 1978"
"memfarm","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memfarm","1990s","1990, 1991, 1993, 1994"
"memfarm","2000s","2004"
"memlit","1970s","1974, 1975, 1977, 1978"
"memlit","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memlit","1990s","1990, 1991, 1993, 1994"
"memlit","2000s","2004"
"memprof","1970s","1974, 1975, 1977, 1978"
"memprof","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memprof","1990s","1990, 1991, 1993, 1994"
"memprof","2000s","2004"
"memchurh","1970s","1974, 1975, 1977, 1978"
"memchurh","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memchurh","1990s","1990, 1991, 1993, 1994"
"memchurh","2000s","2004"
"memother","1970s","1974, 1975, 1977, 1978"
"memother","1980s","1980, 1983, 1984, 1986, 1987, 1988, 1989"
"memother","1990s","1990, 1991, 1993, 1994"
"memother","2000s","2004"
"solchurh","1980s","1987"
"actchurh","1980s","1987"
"churhgrp","1980s","1987"
"caregrp","1980s","1987"
"servegrp","1980s","1987"
"leadgrp","1980s","1987"
"givegrp","1980s","1987"
"attndgrp","1980s","1987"
"writegrp","1980s","1987"
"lobbygrp","1980s","1987"
"loclived","1980s","1987"
"loctrust","1980s","1987"
"locinflu","1980s","1987"
"locprob","1980s","1987"
"locgrp","1980s","1987"
"loccare","1980s","1987"
"intpol","1980s","1987"
"swayvote","1980s","1987"
"workpol","1980s","1987"
"polrally","1980s","1987"
"loclobby","1980s","1987"
"locself","1980s","1987"
"othlobby","1980s","1987"
"governor","1980s","1987"
"usrep","1980s","1987"
"schlhead","1980s","1987"
"fedtrust","1980s","1987"
"locvote","1980s","1987"
"gavepol","1980s","1987"
"blkinflu","1980s","1987"
"blkgains","1980s","1987"
"feinflu","1980s","1987"
"fegains","1980s","1987"
"scisolve","1980s","1988"
"scichng","1980s","1988"
"scipry","1980s","1988"
"scimoral","1980s","1988"
"switched","1980s","1988"
"marelig","1980s","1988"
"marelig","2000s","2008"
"marelig","2010s","2012"
"mafund","1980s","1988"
"parelig","1980s","1988"
"parelig","2000s","2008"
"parelig","2010s","2012"
"pafund","1980s","1988"
"sunsch16","1980s","1988"
"sunsch16","1990s","1998"
"grace16","1980s","1988"
"join16","1980s","1988"
"lapsed","1980s","1988"
"churhmem","1980s","1988"
"churhact","1980s","1988"
"god","1980s","1988"
"god","1990s","1991, 1993, 1994, 1998"
"god","2000s","2000, 2006, 2008"
"god","2010s","2010, 2012, 2014, 2016, 2018"
"god","2020s","2021, 2022, 2024"
"reborn","1980s","1988"
"reborn","1990s","1991, 1998"
"reborn","2000s","2004, 2006, 2008"
"reborn","2010s","2010, 2012, 2014, 2016, 2018"
"reborn","2020s","2021, 2022, 2024"
"savesoul","1980s","1988"
"savesoul","1990s","1998"
"savesoul","2000s","2006, 2008"
"savesoul","2010s","2010, 2012, 2014, 2016, 2018"
"savesoul","2020s","2021, 2022"
"saygrace","1980s","1988"
"readword","1980s","1988"
"readword","1990s","1998"
"punsin","1980s","1988"
"punsin","2000s","2006, 2008"
"punsin","2010s","2010"
"blkwhite","1980s","1988"
"blkwhite","2000s","2006, 2008"
"blkwhite","2010s","2010"
"rotapple","1980s","1988"
"rotapple","2000s","2006, 2008"
"rotapple","2010s","2010"
"permoral","1980s","1988"
"permoral","2000s","2006, 2008"
"permoral","2010s","2010"
"decbible","1980s","1988"
"decoths","1980s","1988"
"decchurh","1980s","1988"
"decself","1980s","1988"
"gochurch","1980s","1988"
"gochurch","1990s","1998"
"believe","1980s","1988"
"believe","1990s","1998"
"follow","1980s","1988"
"follow","1990s","1998"
"goownway","1980s","1988"
"goownway","1990s","1998"
"myfaith","1980s","1988"
